lakemaxP,lakeminP,airmaxP,airminP,solarP,lairdiff,airdiff,lon,lat,relationH,relationP
7.636753333,1.710989655,15.01027399,-9.314874486,188.7192918,7.373520657,24.32514848,18.25,64.75,0,0
7.559523333,1.708996552,15.35536224,-9.4285916,189.4551142,7.795838907,24.78395384,18.75,64.75,0,0
7.599886667,1.7131,15.36059177,-9.796576822,191.3527436,7.760705103,25.15716859,19.25,64.75,0,0
7.77484,1.690658621,15.34159022,-9.766015242,194.9076864,7.56675022,25.10760546,19.75,64.75,0,0
7.91138,1.682003448,15.55000031,-9.320827993,200.6232804,7.63862031,24.8708283,20.25,64.75,0,0
7.860373333,1.6222,15.6960472,-8.331613246,207.4407329,7.835673867,24.02766045,20.75,64.75,0,0
8.013823333,1.589624138,15.10173196,-7.450431874,213.9997254,7.087908627,22.55216383,21.25,64.75,0,0
8.07277,1.585665517,15.86979105,-8.391857627,218.4278862,7.79702105,24.26164868,24.75,64.75,0,0
8.14071,1.673124138,16.18463508,-9.252104108,212.1869131,8.04392508,25.43673919,25.25,64.75,0,0
7.88912,1.689965517,16.29608341,-9.754015438,205.4909637,8.40696341,26.05009885,25.75,64.75,0,0
7.748476667,1.676524138,16.19822995,-10.04353987,200.8729743,8.449753283,26.24176982,26.25,64.75,0,0
7.764053333,1.713975862,16.16004382,-10.32922068,198.0348402,8.395990487,26.4892645,26.75,64.75,0,0
7.5113,1.673368966,15.96717697,-10.69623132,195.3474355,8.45587697,26.66340829,27.25,64.75,0,0
7.453196667,1.6783,15.71666519,-10.98324288,193.3370488,8.263468523,26.69990807,27.75,64.75,0,0
7.510396667,1.715675862,15.55727127,-11.16076052,191.4071433,8.046874603,26.71803179,28.25,64.75,0,0
7.510646667,1.728048276,15.77952063,-11.24833142,189.6152394,8.268873963,27.02785205,28.75,64.75,0,0
7.270083333,1.658765517,15.56339056,-11.15245047,189.0430402,8.293307227,26.71584103,29.25,64.75,0,0
7.4261,1.699889655,15.62782359,-11.34407896,189.0991288,8.20172359,26.97190255,29.75,64.75,0,0
7.43553,1.687858621,15.73105338,-11.40739796,189.3105242,8.29552338,27.13845134,30.25,64.75,0,0
7.296366667,1.642303448,15.89455239,-11.24079,190.0936439,8.598185723,27.13534239,30.75,64.75,0,0
7.43806,1.670793103,16.1311727,-11.07857368,191.0406974,8.6931127,27.20974638,31.25,64.75,0,0
7.398353333,1.657651724,15.99012922,-10.89865241,191.0778748,8.591775887,26.88878163,31.75,64.75,0,0
7.432413333,1.6684,16.03919036,-11.05892088,191.8717368,8.606777027,27.09811124,32.25,64.75,0,0
7.561456667,1.716082759,15.97875992,-11.17402546,192.7854567,8.417303253,27.15278538,32.75,64.75,0,0
7.54208,1.697775862,15.78171817,-11.13000893,193.3634697,8.23963817,26.9117271,33.25,64.75,0,0
7.39831,1.665417241,15.76210576,-11.0722653,194.0231057,8.36379576,26.83437106,33.75,64.75,0,0
7.626153333,1.683651724,15.52501456,-10.60388691,198.841462,7.898861227,26.12890147,34.25,64.75,0,0
6.97124,1.440927586,13.09771752,-8.582687368,204.7036724,6.12647752,21.68040489,34.75,64.75,0,0
7.48385,1.495962069,14.35131796,-9.366145534,221.0777241,6.86746796,23.71746349,36.75,64.75,0,0
7.842206667,1.646893103,15.24510714,-10.61596344,216.4632648,7.402900473,25.86107058,37.25,64.75,0,0
7.898546667,1.675775862,15.57234318,-10.96130332,214.8173873,7.673796513,26.5336465,37.75,64.75,0,0
7.755346667,1.575965517,14.84939935,-10.09884195,216.647522,7.094052683,24.9482413,38.25,64.75,0,0
7.500986667,1.469731034,13.35140768,-9.223743883,219.4615561,5.850421013,22.57515156,38.75,64.75,0,0
6.947056667,1.326813793,12.98859681,-9.230402636,218.556143,6.041540143,22.21899945,39.25,64.75,0,0
6.880816667,1.328596552,13.05382795,-9.589197838,215.2457019,6.173011283,22.64302579,39.75,64.75,0,0
7.468366667,1.62697931,15.94123268,-12.36151903,208.5218813,8.472866013,28.30275171,40.75,64.75,0,0
7.594566667,1.674006897,15.9474771,-13.20666809,205.2514339,8.352910433,29.15414519,41.25,64.75,0,0
7.249703333,1.631,15.63734207,-13.38024548,202.0586471,8.387638737,29.01758755,41.75,64.75,0,0
7.221656667,1.643906897,15.78446969,-13.58245782,199.9377845,8.562813023,29.36692751,42.25,64.75,0,0
7.385443333,1.692848276,15.94708706,-13.68903647,198.433586,8.561643727,29.63612353,42.75,64.75,0,0
7.38073,1.689210345,16.07488751,-13.72644823,197.5925023,8.69415751,29.80133574,43.25,64.75,0,0
7.414866667,1.690731034,16.27273238,-13.91196284,197.914954,8.857865713,30.18469522,43.75,64.75,0,0
7.389466667,1.671444828,16.23463748,-14.10169477,198.0942824,8.845170813,30.33633225,44.25,64.75,0,0
7.375936667,1.701275862,16.12730791,-14.31646574,197.7150647,8.751371243,30.44377365,44.75,64.75,0,0
7.37095,1.694824138,16.17370156,-14.48244664,197.3979681,8.80275156,30.6561482,45.25,64.75,0,0
7.375246667,1.695603448,16.35766947,-14.60574142,197.4643185,8.982422803,30.96341089,45.75,64.75,0,0
7.082366667,1.6458,16.00431889,-15.13325797,196.8675781,8.921952223,31.13757686,46.75,64.75,0,0
7.02186,1.653,15.98891936,-15.32115604,196.6215108,8.96705936,31.3100754,47.25,64.75,0,0
7.145893333,1.665,16.03090337,-15.49482385,196.2575149,8.885010037,31.52572722,47.75,64.75,0,0
7.003356667,1.6622,15.91633975,-15.77073748,195.4868643,8.912983083,31.68707723,48.25,64.75,0,0
6.91613,1.638086207,15.71611504,-16.07773717,194.7142518,8.79998504,31.79385221,48.75,64.75,0,0
7.01363,1.657231034,15.49798998,-16.27763825,193.8364117,8.48435998,31.77562823,49.25,64.75,0,0
6.877333333,1.667203448,14.96278012,-16.64655396,193.2465878,8.085446787,31.60933408,49.75,64.75,0,0
8.17431,1.442351724,13.08097885,0.346714259,190.6564005,4.90666885,12.73426459,10.25,64.25,0,0
8.21303,1.557306897,13.55197258,-2.098302439,184.5228106,5.33894258,15.65027502,10.75,64.25,0,0
8.273613333,1.676148276,14.22008167,-4.056839515,180.1867545,5.946468337,18.27692119,11.25,64.25,0,0
8.262,1.716137931,14.47686699,-4.651093606,176.7526823,6.21486699,19.1279606,11.75,64.25,0,0
8.032043333,1.721748276,13.88813623,-5.056697835,175.6463794,5.856092897,18.94483407,12.25,64.25,0,0
7.732556667,1.719248276,13.02752951,-5.969145751,175.4647021,5.294972843,18.99667526,12.75,64.25,0,0
7.33425,1.6565,12.23873946,-7.102682788,176.1790102,4.90448946,19.34142225,13.25,64.25,0,0
7.178613333,1.6458,12.02455699,-7.629604288,177.6023757,4.845943657,19.65416128,13.75,64.25,0,0
7.471556667,1.7034,12.34850828,-8.261721263,182.1854049,4.876951613,20.61022954,14.25,64.25,0,0
7.456973333,1.703189655,13.10592324,-8.29584906,185.0111222,5.648949907,21.4017723,14.75,64.25,0,0
7.580976667,1.7278,13.89631844,-8.319211403,187.1562296,6.315341773,22.21552984,15.25,64.25,0,0
7.70455,1.791493103,14.5589843,-8.551751516,188.4584417,6.8544343,23.11073582,15.75,64.25,0,0
7.670046667,1.784162069,14.69591277,-9.2863782,189.172264,7.025866103,23.98229097,16.25,64.25,0,0
7.636226667,1.754175862,14.74422525,-9.139606053,189.1308112,7.107998583,23.8838313,16.75,64.25,0,0
7.53191,1.7079,14.65774813,-9.128472665,189.3542933,7.12583813,23.7862208,17.25,64.25,0,0
7.621456667,1.721865517,14.59540794,-9.163661807,189.8597547,6.973951273,23.75906975,17.75,64.25,0,0
7.65999,1.701944828,14.67880529,-9.236306249,190.7328157,7.01881529,23.91511154,18.25,64.25,0,0
7.669223333,1.727817241,15.14315619,-9.268410779,191.9291407,7.473932857,24.41156697,18.75,64.25,0,0
7.847336667,1.711724138,15.33405064,-9.137565876,194.3315916,7.486713973,24.47161652,19.25,64.25,0,0
7.972443333,1.719727586,15.40003706,-9.075675481,199.7381024,7.427593727,24.47571254,19.75,64.25,0,0
7.97222,1.668596552,15.55959901,-8.720320786,206.6329511,7.58737901,24.2799198,20.25,64.25,0,0
8.16965,1.611089655,15.52408651,-7.687415201,214.1003574,7.35443651,23.21150171,20.75,64.25,0,0
7.757623333,1.434289655,14.8193511,-6.744904174,220.6404499,7.061727767,21.56425527,21.25,64.25,0,0
8.09698,1.5921,16.56883769,-7.432215332,213.4684595,8.47185769,24.00105302,23.75,64.25,0,0
8.168533333,1.6876,16.69282827,-8.394224836,208.9548501,8.524294937,25.08705311,24.25,64.25,0,0
8.02847,1.718175862,16.24594861,-9.309705675,202.0916708,8.21747861,25.55565429,25.25,64.25,0,0
7.838,1.7083,16.14372783,-9.500671269,200.8949921,8.30572783,25.6443991,25.75,64.25,0,0
7.841473333,1.7155,16.2766233,-9.788291908,200.4389508,8.435149967,26.06491521,26.25,64.25,0,0
7.680216667,1.656396552,16.24583301,-9.903102194,198.9437488,8.565616343,26.1489352,26.75,64.25,0,0
7.648096667,1.66092069,16.21025611,-10.0601019,196.8586161,8.562159443,26.27035801,27.25,64.25,0,0
7.61051,1.6878,16.06108795,-10.29501531,195.3954742,8.45057795,26.35610326,27.75,64.25,0,0
7.55444,1.7041,15.8742824,-10.52014189,194.4540991,8.3198424,26.39442429,28.25,64.25,0,0
7.607176667,1.693551724,15.80658898,-10.59731106,193.1170916,8.199412313,26.40390004,28.75,64.25,0,0
7.570766667,1.689631034,15.85088501,-10.65982523,191.364124,8.280118343,26.51071024,29.25,64.25,0,0
7.443253333,1.677651724,15.96751,-10.94555956,191.057902,8.524256667,26.91306956,29.75,64.25,0,0
7.387213333,1.664837931,15.92096733,-11.16300394,190.7933029,8.533753997,27.08397127,30.25,64.25,0,0
7.361973333,1.657727586,15.76207715,-11.29816854,190.5623937,8.400103817,27.06024569,30.75,64.25,0,0
7.343213333,1.649482759,15.84257039,-11.20414768,191.0335253,8.499357057,27.04671807,31.25,64.25,0,0
7.528946667,1.711758621,15.92224737,-11.0140985,190.458781,8.393300703,26.93634587,31.75,64.25,0,0
7.411443333,1.684727586,15.94292904,-10.9581064,190.8698559,8.531485707,26.90103544,32.25,64.25,0,0
7.592336667,1.738531034,15.94973977,-11.00377605,192.1921644,8.357403103,26.95351582,32.75,64.25,0,0
7.635186667,1.722503448,16.00942572,-11.02860659,194.2734643,8.374239053,27.03803231,33.25,64.25,0,0
7.569993333,1.672772414,16.06915924,-10.98768852,196.5962452,8.499165907,27.05684776,33.75,64.25,0,0
7.607376667,1.674475862,15.943545,-10.87942946,199.1538585,8.336168333,26.82297446,34.25,64.25,0,0
7.683503333,1.65467931,15.93995831,-10.68120599,204.2603187,8.256454977,26.6211643,34.75,64.25,0,0
7.716896667,1.6293,15.45928438,-10.05554346,210.3019676,7.742387713,25.51482784,35.25,64.25,0,0
7.67434,1.551172414,14.72416136,-9.338584325,215.3157976,7.04982136,24.06274569,35.75,64.25,0,0
7.564073333,1.435117241,12.94121684,-8.104543785,219.5860259,5.377143507,21.04576063,36.25,64.25,0,0
7.828943333,1.487993103,14.50931323,-9.609047718,224.045075,6.680369897,24.11836095,37.75,64.25,0,0
7.844966667,1.6394,16.14596662,-11.42939172,217.5774936,8.300999953,27.57535834,38.25,64.25,0,0
7.661973333,1.6545,15.82804709,-12.26050777,209.6773391,8.166073757,28.08855486,38.75,64.25,0,0
7.51559,1.644144828,15.87090153,-12.24708331,205.1971985,8.35531153,28.11798484,39.25,64.25,0,0
7.55847,1.6602,16.16733863,-12.23747549,203.3058722,8.60886863,28.40481412,39.75,64.25,0,0
7.7295,1.711603448,16.35050377,-12.41014993,202.5377158,8.62100377,28.7606537,40.25,64.25,0,0
7.699446667,1.697175862,16.34172794,-12.57448964,202.9097287,8.642281273,28.91621758,40.75,64.25,0,0
7.7421,1.709124138,16.56339598,-12.76107599,202.4956986,8.82129598,29.32447197,41.25,64.25,0,0
7.585973333,1.697841379,16.59289418,-12.98450012,202.6738758,9.006920847,29.5773943,41.75,64.25,0,0
7.54689,1.678848276,16.5216648,-13.27906663,201.7439061,8.9747748,29.80073143,42.25,64.25,0,0
7.430853333,1.6638,16.49049471,-13.49454475,200.3234601,9.059641377,29.98503946,42.75,64.25,0,0
7.542483333,1.700124138,16.50979261,-13.6722169,199.3385814,8.967309277,30.18200951,43.25,64.25,0,0
7.551273333,1.70372069,16.61298722,-13.819328,199.1433782,9.061713887,30.43231522,43.75,64.25,0,0
7.537443333,1.690851724,16.6195048,-13.93610629,198.7968076,9.082061467,30.55561109,44.25,64.25,0,0
7.48371,1.715224138,16.71623642,-14.5043585,199.369718,9.23252642,31.22059492,46.25,64.25,0,0
8.913432258,2.063958621,13.08629883,3.205055883,210.938282,4.172866572,9.881242947,8.25,63.75,0,0
8.793229032,1.901627586,13.12392529,2.823903945,208.0062417,4.330696258,10.30002135,8.75,63.75,0,0
8.439386667,1.608296552,13.00209114,1.672649727,200.9676689,4.562704473,11.32944141,9.25,63.75,0,0
8.235743333,1.41932069,13.07805011,-0.139424399,191.603392,4.842306777,13.21747451,9.75,63.75,0,0
8.534633333,1.663265517,14.40249262,-2.235127866,184.9768572,5.867859287,16.63762049,10.25,63.75,0,0
8.459993333,1.751393103,14.96617392,-3.384047748,178.6625241,6.506180587,18.35022167,10.75,63.75,0,0
8.1877,1.693365517,14.95274741,-3.115985159,176.6815192,6.76504741,18.06873257,11.25,63.75,0,0
8.076436667,1.686175862,13.83464146,-4.492060283,177.2370306,5.758204793,18.32670174,11.75,63.75,0,0
7.600876667,1.6605,12.68645627,-5.993637071,178.2316769,5.085579603,18.68009334,12.25,63.75,0,0
7.736136667,1.713289655,12.59441226,-6.597749242,178.9153021,4.858275593,19.1921615,12.75,63.75,0,0
7.666086667,1.71467931,12.47311102,-7.061710835,180.1909348,4.807024353,19.53482186,13.25,63.75,0,0
7.76119,1.730368966,13.26536729,-7.327442681,184.6661155,5.50417729,20.59280997,13.75,63.75,0,0
7.690186667,1.726051724,13.84320904,-7.485967897,188.1839325,6.153022373,21.32917694,14.25,63.75,0,0
7.772856667,1.734996552,14.47289118,-7.599520869,190.9288898,6.700034513,22.07241205,14.75,63.75,0,0
7.749263333,1.726824138,14.67018823,-7.743551694,190.9628856,6.920924897,22.41373992,15.25,63.75,0,0
7.820236667,1.749572414,15.05369484,-7.868393424,190.4630404,7.233458173,22.92208826,15.75,63.75,0,0
7.7977,1.756427586,15.14774116,-7.983665467,190.392181,7.35004116,23.13140663,16.25,63.75,0,0
7.84875,1.778641379,15.35804675,-8.436396451,191.5183009,7.50929675,23.7944432,16.75,63.75,0,0
7.79336,1.745044828,15.13072986,-8.611928308,192.6559774,7.33736986,23.74265817,17.25,63.75,0,0
7.839866667,1.716313793,15.02183271,-8.642339092,194.2612072,7.181966043,23.6641718,17.75,63.75,0,0
7.73094,1.6966,15.14031695,-8.565575589,195.6237104,7.40937695,23.70589254,18.25,63.75,0,0
8.040703333,1.709886207,15.46280364,-8.377853571,200.3054362,7.422100307,23.84065721,18.75,63.75,0,0
8.306386667,1.731289655,15.87231486,-8.191680022,207.5052518,7.565928193,24.06399488,19.25,63.75,0,0
8.49968,1.7094,16.10139788,-7.446862421,216.1390344,7.60171788,23.5482603,19.75,63.75,0,0
8.32928,1.549775862,15.52220375,-6.216897791,223.1355621,7.19292375,21.73910154,20.25,63.75,0,0
8.027643333,1.365693103,14.94906603,-5.887323636,228.7367163,6.921422697,20.83638967,20.75,63.75,0,0
8.359936667,1.589437931,15.90350824,-6.718193898,220.7804539,7.543571573,22.62170214,22.75,63.75,0,0
8.33193,1.6771,16.60755635,-7.344505765,213.3245047,8.27562635,23.95206212,23.25,63.75,0,0
8.297516667,1.70762069,16.45557151,-7.957576749,207.6295729,8.158054843,24.41314826,23.75,63.75,0,0
8.02408,1.7029,16.32307714,-8.471280936,203.0096995,8.29899714,24.79435808,24.25,63.75,0,0
7.970526667,1.6975,16.28385078,-8.727707731,201.6539,8.313324113,25.01155851,24.75,63.75,0,0
7.91157,1.7017,16.2826894,-8.990302227,201.0446833,8.3711194,25.27299163,25.25,63.75,0,0
7.859893333,1.6874,16.21870886,-9.265973248,199.9911152,8.358815527,25.48468211,25.75,63.75,0,0
8.01308,1.738806897,16.34029534,-9.429729019,200.7475196,8.32721534,25.77002436,26.25,63.75,0,0
7.98736,1.737444828,16.31306828,-9.649649322,200.3219107,8.32570828,25.9627176,26.75,63.75,0,0
7.9135,1.733293103,16.28363156,-9.894400614,199.4930464,8.37013156,26.17803217,27.25,63.75,0,0
7.875596667,1.715568966,16.21535684,-10.13168251,198.1897609,8.339760173,26.34703935,27.75,63.75,0,0
7.780916667,1.705172414,16.06693159,-10.36727498,197.0143826,8.286014923,26.43420657,28.25,63.75,0,0
7.79902,1.71802069,16.11506647,-10.46953763,196.9020152,8.31604647,26.5846041,28.75,63.75,0,0
7.77298,1.695558621,16.21625592,-10.54627061,196.599897,8.44327592,26.76252653,29.25,63.75,0,0
7.693756667,1.720734483,16.27289839,-10.72380651,196.455521,8.579141723,26.9967049,29.75,63.75,0,0
7.735396667,1.7057,16.22045915,-10.83376707,195.5080233,8.485062483,27.05422622,30.25,63.75,0,0
7.534123333,1.6857,15.97349598,-10.79923166,193.5089035,8.439372647,26.77272764,30.75,63.75,0,0
7.48945,1.681027586,15.90781465,-10.90961958,192.4110403,8.41836465,26.81743423,31.25,63.75,0,0
7.6179,1.720348276,15.84998693,-11.17510469,192.8714169,8.23208693,27.02509162,31.75,63.75,0,0
7.53558,1.686482759,16.04436998,-11.07162745,194.4483995,8.50878998,27.11599743,32.25,63.75,0,0
7.63132,1.6978,16.17527645,-10.88271999,196.2480214,8.54395645,27.05799644,32.75,63.75,0,0
7.691486667,1.687613793,16.31004199,-10.74553598,198.9572634,8.618555323,27.05557797,33.25,63.75,0,0
7.7426,1.679196552,16.29727645,-10.68375264,201.5289856,8.55467645,26.98102909,33.75,63.75,0,0
7.745153333,1.6588,16.47322578,-10.56287704,202.9691961,8.728072447,27.03610282,34.25,63.75,0,0
7.80381,1.631572414,16.69973711,-10.17430359,203.5388114,8.89592711,26.8740407,34.75,63.75,0,0
7.914603333,1.662324138,16.48850733,-10.74929505,205.9078161,8.573903997,27.23780238,35.25,63.75,0,0
7.832736667,1.666165517,16.20585372,-11.24172264,205.8771235,8.373117053,27.44757636,35.75,63.75,0,0
7.999543333,1.683824138,16.28324246,-10.98465972,207.6839032,8.283699127,27.26790218,36.25,63.75,0,0
7.554596667,1.546068966,15.17624144,-10.24988524,209.477028,7.621644773,25.42612668,37.25,63.75,0,0
7.777656667,1.610275862,15.33578459,-10.43061506,208.5306951,7.558127923,25.76639965,37.75,63.75,0,0
7.6918,1.651,15.99695475,-11.07344097,206.6375205,8.30515475,27.07039572,38.25,63.75,0,0
7.86347,1.719603448,16.63842623,-12.02886383,202.8046722,8.77495623,28.66729006,38.75,63.75,0,0
7.67227,1.7023,16.52795632,-12.24390525,201.3887565,8.85568632,28.77186157,39.25,63.75,0,0
7.666723333,1.7014,16.6085838,-12.34584147,200.5094859,8.941860467,28.95442527,39.75,63.75,0,0
7.649773333,1.6849,16.58466372,-12.39856204,201.1938759,8.934890387,28.98322576,40.25,63.75,0,0
7.6624,1.68127931,16.67948374,-12.53744658,201.7091394,9.01708374,29.21693032,40.75,63.75,0,0
7.816913333,1.706251724,16.88205458,-12.65679933,202.3989581,9.065141247,29.53885391,41.25,63.75,0,0
7.835643333,1.702162069,17.01154122,-12.8269539,202.9541157,9.175897887,29.83849512,41.75,63.75,0,0
7.763296667,1.6912,16.96065328,-13.06155545,202.5046248,9.197356613,30.02220873,42.25,63.75,0,0
7.55674,1.668,16.79196777,-13.38570034,200.6114494,9.23522777,30.17766811,42.75,63.75,0,0
7.46084,1.648593103,16.63320394,-13.60183669,199.5981692,9.17236394,30.23504063,43.25,63.75,0,0
7.594553333,1.689424138,16.53495414,-13.74840957,199.7266921,8.940400807,30.28336371,43.75,63.75,0,0
7.548373333,1.691872414,16.70639032,-14.17002435,200.0720027,9.158016987,30.87641467,45.25,63.75,0,0
7.467486667,1.71472069,16.5463233,-14.96421211,200.4826209,9.078836633,31.51053541,47.25,63.75,0,0
7.468103333,1.718175862,16.60946213,-15.06959546,199.9110944,9.141358797,31.67905759,47.75,63.75,0,0
7.423506667,1.699237931,16.46722288,-15.48738895,198.4850909,9.043716213,31.95461183,48.75,63.75,0,0
7.18404,1.674296552,16.22177328,-15.93699767,196.2854199,9.03773328,32.15877095,49.75,63.75,0,0
8.748196667,1.741675862,13.38894035,0.833265905,193.234326,4.640743683,12.55567445,8.25,63.25,0,0
9.029536667,1.747824138,14.20739279,-1.200270553,189.9495462,5.177856123,15.40766334,8.75,63.25,0,0
8.826053333,1.705403448,13.82803319,-2.645046042,189.0255441,5.001979857,16.47307923,9.25,63.25,0,0
8.62857,1.705248276,14.02357855,-3.524143276,184.2705508,5.39500855,17.54772183,9.75,63.25,0,0
8.54037,1.692758621,14.45081443,-3.198430771,180.765612,5.91044443,17.6492452,10.25,63.25,0,0
8.223483333,1.676893103,13.40639816,-3.662265727,178.5944652,5.182914827,17.06866389,10.75,63.25,0,0
7.994083333,1.692468966,12.93552613,-4.960691441,178.9645959,4.941442797,17.89621757,11.25,63.25,0,0
7.75456,1.647624138,12.20546746,-5.931694641,180.8349508,4.45090746,18.1371621,11.75,63.25,0,0
7.515713333,1.6311,12.05654857,-6.565027647,182.1754979,4.540835237,18.62157622,12.25,63.25,0,0
7.699096667,1.699565517,12.06454105,-7.010533266,185.4546604,4.365444383,19.07507432,12.75,63.25,0,0
7.674073333,1.6941,12.47492597,-7.397073811,188.8636183,4.800852637,19.87199978,13.25,63.25,0,0
7.922306667,1.712210345,13.43515498,-7.261041453,191.2130947,5.512848313,20.69619643,13.75,63.25,0,0
8.035086667,1.712331034,14.3537834,-6.750375321,191.5259384,6.318696733,21.10415872,14.25,63.25,0,0
8.027836667,1.720796552,14.66438558,-7.081174002,192.6927866,6.636548913,21.74555958,14.75,63.25,0,0
7.97535,1.71867931,14.77282136,-7.559762724,193.3501447,6.79747136,22.33258408,15.25,63.25,0,0
7.935716667,1.734255172,14.75594997,-7.771818676,193.0563457,6.820233303,22.52776865,15.75,63.25,0,0
7.843783333,1.726182759,15.01628357,-8.00348768,193.6332565,7.172500237,23.01977125,16.25,63.25,0,0
7.95791,1.7375,15.44446364,-8.072620189,195.0326912,7.48655364,23.51708383,16.75,63.25,0,0
8.04837,1.788675862,15.55395813,-8.271682318,197.5839539,7.50558813,23.82564045,17.25,63.25,0,0
8.173896667,1.7294,15.7114336,-7.843534327,204.377865,7.537536933,23.55496793,17.75,63.25,0,0
8.44219,1.750986207,15.90056122,-7.333157253,209.9692155,7.45837122,23.23371847,18.25,63.25,0,0
8.344613333,1.549268966,15.64299434,-5.543888812,217.9975009,7.298381007,21.18688315,18.75,63.25,0,0
8.433233333,1.469706897,15.92396197,-5.167157288,225.6118421,7.490728637,21.09111926,19.25,63.25,0,0
8.467063333,1.5745,16.32802475,-6.111933148,226.1240222,7.860961417,22.4399579,21.75,63.25,0,0
8.697163333,1.713506897,16.81683383,-6.575440382,219.4310567,8.119670497,23.39227421,22.25,63.25,0,0
8.59482,1.718675862,16.73012105,-7.119437407,212.8009153,8.13530105,23.84955846,22.75,63.25,0,0
8.397056667,1.739441379,16.66734645,-7.459104004,205.9297955,8.270289783,24.12645045,23.25,63.25,0,0
8.25643,1.721724138,16.49921637,-7.896815273,202.9952739,8.24278637,24.39603164,23.75,63.25,0,0
8.151696667,1.737786207,16.2654764,-8.340277805,201.4017844,8.113779733,24.60575421,24.25,63.25,0,0
8.085743333,1.728782759,16.19206656,-8.53534313,200.8115744,8.106323227,24.72740969,24.75,63.25,0,0
8.07716,1.7289,16.33385354,-8.523332162,200.3825179,8.25669354,24.8571857,25.25,63.25,0,0
7.965403333,1.6957,16.52348053,-8.636069681,200.8288136,8.558077197,25.15955021,25.75,63.25,0,0
8.0965,1.722389655,16.61401546,-8.902289575,200.9679412,8.51751546,25.51630504,26.25,63.25,0,0
8.06677,1.720824138,16.63722434,-9.117602111,200.9942702,8.57045434,25.75482645,26.75,63.25,0,0
8.11444,1.726824138,16.78759418,-9.308900673,201.0386522,8.67315418,26.09649485,27.25,63.25,0,0
8.062653333,1.719762069,16.77417163,-9.5267323,200.6405239,8.711518297,26.30090393,27.75,63.25,0,0
7.889433333,1.7147,16.56330255,-9.718268806,200.4029653,8.673869217,26.28157136,28.25,63.25,0,0
7.991806667,1.719758621,16.56536938,-9.974906283,200.9505881,8.573562713,26.54027566,28.75,63.25,0,0
7.887486667,1.680768966,17.07050753,-9.405336993,199.3922392,9.183020863,26.47584452,29.25,63.25,0,0
7.754173333,1.6532,16.98639535,-9.476584215,198.6203833,9.232222017,26.46297957,29.75,63.25,0,0
7.80974,1.6824,16.57075945,-10.1000016,199.0875751,8.76101945,26.67076105,30.25,63.25,0,0
7.887936667,1.722524138,16.37807728,-10.5254324,198.1830434,8.490140613,26.90350968,30.75,63.25,0,0
7.797666667,1.718493103,16.16642121,-10.72424222,196.3916107,8.368754543,26.89066343,31.25,63.25,0,0
7.583753333,1.686362069,16.08204843,-10.9488649,195.5561158,8.498295097,27.03091333,31.75,63.25,0,0
7.765513333,1.702524138,16.1064907,-10.84236577,195.6307794,8.340977367,26.94885647,32.25,63.25,0,0
7.650966667,1.6834,16.04441609,-10.46576419,196.7656519,8.393449423,26.51018028,32.75,63.25,0,0
7.602773333,1.652648276,15.92790848,-10.43493199,199.4499669,8.325135147,26.36284047,33.25,63.25,0,0
7.787376667,1.670555172,15.82910236,-10.20171332,202.4152731,8.041725693,26.03081568,33.75,63.25,0,0
7.896973333,1.666893103,16.2071965,-10.6902039,206.1426519,8.310223167,26.8974004,34.25,63.25,0,0
7.90278,1.6595,16.54074641,-10.5275714,205.3886485,8.63796641,27.06831781,34.75,63.25,0,0
7.8554,1.6922,16.5123062,-10.8772845,202.8136921,8.6569062,27.3895907,35.25,63.25,0,0
7.934986667,1.734634483,16.39323998,-11.33585781,200.7027724,8.458253313,27.72909779,35.75,63.25,0,0
7.64362,1.6893,16.06114858,-11.75849182,199.4503079,8.41752858,27.8196404,36.25,63.25,0,0
7.57205,1.671275862,15.9201077,-11.92434257,197.8332285,8.3480577,27.84445027,36.75,63.25,0,0
7.56849,1.6847,15.97256185,-12.07304804,197.0498475,8.40407185,28.04560989,37.25,63.25,0,0
7.564426667,1.6775,16.2040656,-11.96142011,196.607078,8.639638933,28.16548571,37.75,63.25,0,0
7.784193333,1.696465517,16.58741558,-11.82941097,197.2973374,8.803222247,28.41682655,38.25,63.25,0,0
7.841196667,1.719096552,16.88561147,-11.77592894,198.2777369,9.044414803,28.66154041,38.75,63.25,0,0
7.901426667,1.725851724,16.83879836,-11.89093251,199.7843848,8.937371693,28.72973087,39.25,63.25,0,0
7.80533,1.694727586,16.4198681,-12.35175935,200.2212401,8.6145381,28.77162745,39.75,63.25,0,0
7.656366667,1.6742,16.50038385,-12.48975524,200.0100527,8.844017183,28.99013909,40.25,63.25,0,0
7.72163,1.6866,16.84329839,-12.40730132,201.2432176,9.12166839,29.25059971,40.75,63.25,0,0
7.7572,1.665972414,17.20253313,-12.4275426,202.1668403,9.44533313,29.63007573,41.25,63.25,0,0
7.795373333,1.6743,17.33679784,-12.59066083,203.5682149,9.541424507,29.92745867,41.75,63.25,0,0
7.76137,1.6722,17.17006016,-12.90470826,203.2729539,9.40869016,30.07476842,42.25,63.25,0,0
7.814216667,1.702541379,17.06581419,-13.23726769,202.6564476,9.251597523,30.30308188,42.75,63.25,0,0
7.702936667,1.670458621,16.84774339,-13.56519768,201.0235357,9.144806723,30.41294107,43.25,63.25,0,0
7.59478,1.690217241,16.57412557,-13.8964496,200.1789794,8.97934557,30.47057517,43.75,63.25,0,0
